Genome ID,NCBI Taxon ID,Species,BioSample Accession,Contigs,Size,MIC,in_downloads,calc_R_S
1773.31637,1773.0,Mycobacterium tuberculosis,SAMEA1101777,119.0,4307347.0,0.25,True,S
1773.31642,1773.0,Mycobacterium tuberculosis,SAMEA1101780,148.0,4322688.0,0.5,True,S
1773.31643,1773.0,Mycobacterium tuberculosis,SAMEA1101784,185.0,4248157.0,0.25,True,S
1773.31644,1773.0,Mycobacterium tuberculosis,SAMEA1101785,130.0,4343484.0,0.5,True,S
1773.31648,1773.0,Mycobacterium tuberculosis,SAMEA1101787,141.0,4309284.0,0.5,True,S
1773.31646,1773.0,Mycobacterium tuberculosis,SAMEA1101788,144.0,4305214.0,0.5,True,S
1773.31649,1773.0,Mycobacterium tuberculosis,SAMEA1101790,134.0,4306048.0,0.25,True,S
1773.31654,1773.0,Mycobacterium tuberculosis,SAMEA1101791,151.0,4276470.0,0.25,True,S
1773.31651,1773.0,Mycobacterium tuberculosis,SAMEA1101792,123.0,4332861.0,0.25,True,S
1773.3165,1773.0,Mycobacterium tuberculosis,SAMEA1101793,164.0,4285221.0,0.12,True,S
1773.31656,1773.0,Mycobacterium tuberculosis,SAMEA1101795,166.0,4282013.0,0.5,True,S
1773.31652,1773.0,Mycobacterium tuberculosis,SAMEA1101797,159.0,4319200.0,0.25,True,S
1773.31653,1773.0,Mycobacterium tuberculosis,SAMEA1101798,167.0,4284011.0,0.5,True,S
1773.31655,1773.0,Mycobacterium tuberculosis,SAMEA1101800,130.0,4332257.0,0.5,True,S
1773.31658,1773.0,Mycobacterium tuberculosis,SAMEA1101807,175.0,4303098.0,0.5,True,S
1773.31659,1773.0,Mycobacterium tuberculosis,SAMEA1101808,169.0,4313791.0,0.5,True,S
1773.31657,1773.0,Mycobacterium tuberculosis,SAMEA1101809,168.0,4272863.0,0.12,True,S
1773.31661,1773.0,Mycobacterium tuberculosis,SAMEA1101813,149.0,4303983.0,0.5,True,S
1773.3166,1773.0,Mycobacterium tuberculosis,SAMEA1101814,134.0,4317526.0,0.5,True,S
1773.31663,1773.0,Mycobacterium tuberculosis,SAMEA1101816,123.0,4321519.0,0.5,True,S
1773.31664,1773.0,Mycobacterium tuberculosis,SAMEA1101817,143.0,4303705.0,0.25,True,S
1773.31662,1773.0,Mycobacterium tuberculosis,SAMEA1101818,118.0,4331093.0,0.06,True,S
1773.31665,1773.0,Mycobacterium tuberculosis,SAMEA1101834,136.0,4323049.0,0.12,True,S
1773.31666,1773.0,Mycobacterium tuberculosis,SAMEA1101835,126.0,4312250.0,0.5,True,S
1773.31669,1773.0,Mycobacterium tuberculosis,SAMEA1101837,169.0,4264229.0,0.5,True,S
1773.31671,1773.0,Mycobacterium tuberculosis,SAMEA1101839,146.0,4295349.0,0.25,True,S
1773.31689,1773.0,Mycobacterium tuberculosis,SAMEA1101877,158.0,4297777.0,0.5,True,S
1773.31667,1773.0,Mycobacterium tuberculosis,SAMEA1101878,159.0,4328604.0,0.25,True,S
1773.31674,1773.0,Mycobacterium tuberculosis,SAMEA1101880,129.0,4289468.0,0.06,True,S
1773.31675,1773.0,Mycobacterium tuberculosis,SAMEA1101882,149.0,4311455.0,0.5,True,S
1773.31678,1773.0,Mycobacterium tuberculosis,SAMEA1101885,136.0,4329817.0,0.5,True,S
1773.31679,1773.0,Mycobacterium tuberculosis,SAMEA1101886,160.0,4282997.0,0.5,True,S
1773.31688,1773.0,Mycobacterium tuberculosis,SAMEA1101895,159.0,4299881.0,0.5,True,S
1773.31684,1773.0,Mycobacterium tuberculosis,SAMEA1101907,146.0,4296253.0,0.12,True,S
1773.31739,1773.0,Mycobacterium tuberculosis,SAMEA1102054,166.0,4293970.0,0.5,True,S
1773.31686,1773.0,Mycobacterium tuberculosis,SAMEA1102186,202.0,4259642.0,0.25,True,S
1773.31682,1773.0,Mycobacterium tuberculosis,SAMEA1102215,184.0,4238198.0,0.5,True,S
1773.31691,1773.0,Mycobacterium tuberculosis,SAMEA1102216,197.0,4261558.0,0.12,True,S
1773.3169,1773.0,Mycobacterium tuberculosis,SAMEA1102222,130.0,4281617.0,0.5,True,S
1773.31693,1773.0,Mycobacterium tuberculosis,SAMEA1102225,118.0,4347720.0,0.5,True,S
1773.31695,1773.0,Mycobacterium tuberculosis,SAMEA1102232,159.0,4268272.0,0.5,True,S
1773.31694,1773.0,Mycobacterium tuberculosis,SAMEA1102235,151.0,4314875.0,0.25,True,S
1773.3178,1773.0,Mycobacterium tuberculosis,SAMEA1102239,143.0,4276295.0,0.12,True,S
1773.31698,1773.0,Mycobacterium tuberculosis,SAMEA1102248,137.0,4314230.0,0.25,True,S
1773.31699,1773.0,Mycobacterium tuberculosis,SAMEA1102249,115.0,4306364.0,0.12,True,S
1773.31701,1773.0,Mycobacterium tuberculosis,SAMEA1102253,131.0,4319886.0,0.25,True,S
1773.317,1773.0,Mycobacterium tuberculosis,SAMEA1102254,165.0,4274284.0,0.5,True,S
1773.31703,1773.0,Mycobacterium tuberculosis,SAMEA1102255,145.0,4295708.0,0.5,True,S
1773.31704,1773.0,Mycobacterium tuberculosis,SAMEA1102262,163.0,4272924.0,0.06,True,S
1773.31706,1773.0,Mycobacterium tuberculosis,SAMEA1102264,157.0,4323522.0,0.25,True,S
1773.31708,1773.0,Mycobacterium tuberculosis,SAMEA1102266,150.0,4315513.0,0.25,True,S
1773.31709,1773.0,Mycobacterium tuberculosis,SAMEA1102267,142.0,4306793.0,0.5,True,S
1773.3171,1773.0,Mycobacterium tuberculosis,SAMEA1102282,167.0,4290356.0,0.25,True,S
1773.31713,1773.0,Mycobacterium tuberculosis,SAMEA1102285,122.0,4311006.0,0.5,True,S
1773.31712,1773.0,Mycobacterium tuberculosis,SAMEA1102288,156.0,4307749.0,0.5,True,S
1773.31714,1773.0,Mycobacterium tuberculosis,SAMEA1102289,164.0,4274289.0,0.25,True,S
1773.31711,1773.0,Mycobacterium tuberculosis,SAMEA1102290,180.0,4262725.0,0.5,True,S
1773.31717,1773.0,Mycobacterium tuberculosis,SAMEA1102293,154.0,4285369.0,0.06,True,S
1773.31719,1773.0,Mycobacterium tuberculosis,SAMEA1102302,128.0,4316988.0,0.25,True,S
1773.3172,1773.0,Mycobacterium tuberculosis,SAMEA1102304,119.0,4325460.0,0.5,True,S
1773.31722,1773.0,Mycobacterium tuberculosis,SAMEA1102306,151.0,4233820.0,0.5,True,S
1773.31725,1773.0,Mycobacterium tuberculosis,SAMEA1102309,129.0,4266264.0,0.25,True,S
1773.31727,1773.0,Mycobacterium tuberculosis,SAMEA1102312,165.0,4311047.0,0.25,True,S
1773.31726,1773.0,Mycobacterium tuberculosis,SAMEA1102313,133.0,4318125.0,0.25,True,S
1773.31729,1773.0,Mycobacterium tuberculosis,SAMEA1102315,134.0,4280834.0,0.12,True,S
1773.31728,1773.0,Mycobacterium tuberculosis,SAMEA1102316,128.0,4282783.0,0.5,True,S
1773.31732,1773.0,Mycobacterium tuberculosis,SAMEA1102319,132.0,4324412.0,0.25,True,S
1773.31733,1773.0,Mycobacterium tuberculosis,SAMEA1102320,138.0,4284846.0,0.25,True,S
1773.31736,1773.0,Mycobacterium tuberculosis,SAMEA1102325,129.0,4321639.0,0.5,True,S
1773.31735,1773.0,Mycobacterium tuberculosis,SAMEA1102326,108.0,4327115.0,0.25,True,S
1773.31737,1773.0,Mycobacterium tuberculosis,SAMEA1102329,123.0,4305431.0,0.12,True,S
1773.31742,1773.0,Mycobacterium tuberculosis,SAMEA1102335,149.0,4282659.0,0.12,True,S
1773.31746,1773.0,Mycobacterium tuberculosis,SAMEA1102338,144.0,4324176.0,0.25,True,S
1773.31748,1773.0,Mycobacterium tuberculosis,SAMEA1102343,135.0,4298318.0,0.25,True,S
1773.3175,1773.0,Mycobacterium tuberculosis,SAMEA1102345,127.0,4274147.0,0.25,True,S
1773.31749,1773.0,Mycobacterium tuberculosis,SAMEA1102346,137.0,4305062.0,0.25,True,S
1773.31753,1773.0,Mycobacterium tuberculosis,SAMEA1102347,153.0,4300627.0,0.5,True,S
1773.31752,1773.0,Mycobacterium tuberculosis,SAMEA1102348,144.0,4315842.0,0.12,True,S
1773.31751,1773.0,Mycobacterium tuberculosis,SAMEA1102349,154.0,4300223.0,0.25,True,S
1773.31754,1773.0,Mycobacterium tuberculosis,SAMEA1102351,157.0,4320187.0,0.25,True,S
1773.31755,1773.0,Mycobacterium tuberculosis,SAMEA1102353,168.0,4265058.0,0.25,True,S
1773.31757,1773.0,Mycobacterium tuberculosis,SAMEA1102354,135.0,4321501.0,0.12,True,S
1773.31758,1773.0,Mycobacterium tuberculosis,SAMEA1102574,138.0,4303524.0,0.25,True,S
1773.31756,1773.0,Mycobacterium tuberculosis,SAMEA1102577,142.0,4310592.0,0.12,True,S
1773.31765,1773.0,Mycobacterium tuberculosis,SAMEA1102647,137.0,4305487.0,0.25,True,S
1773.3176,1773.0,Mycobacterium tuberculosis,SAMEA1103134,147.0,4315764.0,0.25,True,S
1773.31759,1773.0,Mycobacterium tuberculosis,SAMEA1103144,133.0,4298979.0,0.25,True,S
1773.31763,1773.0,Mycobacterium tuberculosis,SAMEA1103145,144.0,4286623.0,0.5,True,S
1773.31764,1773.0,Mycobacterium tuberculosis,SAMEA1103147,128.0,4345731.0,4.0,True,R
1773.32292,1773.0,Mycobacterium tuberculosis,SAMEA7524714,85.0,4348658.0,0.25,True,S
1773.32299,1773.0,Mycobacterium tuberculosis,SAMEA7524715,78.0,4348107.0,0.25,True,S
1773.323,1773.0,Mycobacterium tuberculosis,SAMEA7524716,188.0,4269465.0,0.5,True,S
1773.32296,1773.0,Mycobacterium tuberculosis,SAMEA7524717,132.0,4311787.0,0.125,True,S
1773.32301,1773.0,Mycobacterium tuberculosis,SAMEA7524718,115.0,4365465.0,0.25,True,S
1773.32298,1773.0,Mycobacterium tuberculosis,SAMEA7524719,94.0,4344041.0,0.5,True,S
1773.32302,1773.0,Mycobacterium tuberculosis,SAMEA7524722,107.0,4342141.0,0.5,True,S
1773.32297,1773.0,Mycobacterium tuberculosis,SAMEA7524723,141.0,4355247.0,0.5,True,S
1773.32305,1773.0,Mycobacterium tuberculosis,SAMEA7524726,109.0,4358517.0,0.25,True,S
1773.32308,1773.0,Mycobacterium tuberculosis,SAMEA7524727,404.0,4306263.0,0.25,True,S
1773.32309,1773.0,Mycobacterium tuberculosis,SAMEA7524728,111.0,4347653.0,0.5,True,S
1773.32306,1773.0,Mycobacterium tuberculosis,SAMEA7524729,103.0,4364536.0,1.0,True,S
1773.3231,1773.0,Mycobacterium tuberculosis,SAMEA7524733,102.0,4382087.0,0.5,True,S
1773.32311,1773.0,Mycobacterium tuberculosis,SAMEA7524734,93.0,4364818.0,0.5,True,S
1773.32313,1773.0,Mycobacterium tuberculosis,SAMEA7524737,108.0,4345079.0,0.5,True,S
1773.32315,1773.0,Mycobacterium tuberculosis,SAMEA7524740,100.0,4344317.0,0.25,True,S
1773.32316,1773.0,Mycobacterium tuberculosis,SAMEA7524741,99.0,4330367.0,0.5,True,S
1773.32321,1773.0,Mycobacterium tuberculosis,SAMEA7524747,95.0,4345440.0,0.5,True,S
1773.3232,1773.0,Mycobacterium tuberculosis,SAMEA7524749,92.0,4350213.0,0.5,True,S
1773.32318,1773.0,Mycobacterium tuberculosis,SAMEA7524750,111.0,4367625.0,0.5,True,S
1773.32322,1773.0,Mycobacterium tuberculosis,SAMEA7524753,103.0,4362930.0,0.5,True,S
1773.32325,1773.0,Mycobacterium tuberculosis,SAMEA7524755,93.0,4371145.0,0.25,True,S
1773.32326,1773.0,Mycobacterium tuberculosis,SAMEA7524758,94.0,4383605.0,1.0,True,S
1773.32329,1773.0,Mycobacterium tuberculosis,SAMEA7524759,99.0,4361885.0,0.125,True,S
1773.3233,1773.0,Mycobacterium tuberculosis,SAMEA7524761,77.0,4366605.0,0.5,True,S
1773.32331,1773.0,Mycobacterium tuberculosis,SAMEA7524762,107.0,4349534.0,0.5,True,S
1773.32336,1773.0,Mycobacterium tuberculosis,SAMEA7524768,79.0,4331877.0,0.5,True,S
1773.32338,1773.0,Mycobacterium tuberculosis,SAMEA7524770,101.0,4372247.0,0.5,True,S
1773.32339,1773.0,Mycobacterium tuberculosis,SAMEA7524772,112.0,4374584.0,0.125,True,S
1773.32341,1773.0,Mycobacterium tuberculosis,SAMEA7524774,89.0,4351593.0,0.25,True,S
1773.32352,1773.0,Mycobacterium tuberculosis,SAMEA7524775,103.0,4372031.0,0.25,True,S
1773.32343,1773.0,Mycobacterium tuberculosis,SAMEA7524779,115.0,4370663.0,0.25,True,S
1773.32351,1773.0,Mycobacterium tuberculosis,SAMEA7524780,116.0,4348165.0,0.5,True,S
1773.3235,1773.0,Mycobacterium tuberculosis,SAMEA7524781,105.0,4367977.0,0.5,True,S
1773.32353,1773.0,Mycobacterium tuberculosis,SAMEA7524782,122.0,4344586.0,0.5,True,S
1773.32354,1773.0,Mycobacterium tuberculosis,SAMEA7524783,100.0,4378098.0,0.25,True,S
1773.32406,1773.0,Mycobacterium tuberculosis,SAMEA7524784,111.0,4345298.0,0.25,True,S
1773.32356,1773.0,Mycobacterium tuberculosis,SAMEA7524785,157.0,4341958.0,0.25,True,S
1773.32355,1773.0,Mycobacterium tuberculosis,SAMEA7524786,198.0,4357631.0,0.5,True,S
1773.32405,1773.0,Mycobacterium tuberculosis,SAMEA7524787,141.0,4343678.0,0.5,True,S
1773.32347,1773.0,Mycobacterium tuberculosis,SAMEA7524788,138.0,4363583.0,0.25,True,S
1773.32342,1773.0,Mycobacterium tuberculosis,SAMEA7524789,119.0,4365018.0,0.25,True,S
1773.32349,1773.0,Mycobacterium tuberculosis,SAMEA7524790,147.0,4357235.0,0.25,True,S
1773.32348,1773.0,Mycobacterium tuberculosis,SAMEA7524791,128.0,4346186.0,0.5,True,S
1773.32344,1773.0,Mycobacterium tuberculosis,SAMEA7524792,113.0,4361712.0,0.5,True,S
1773.32346,1773.0,Mycobacterium tuberculosis,SAMEA7524793,125.0,4345936.0,0.5,True,S
1773.32345,1773.0,Mycobacterium tuberculosis,SAMEA7524794,131.0,4358732.0,0.03,True,S
1773.32359,1773.0,Mycobacterium tuberculosis,SAMEA7524796,107.0,4339655.0,1.0,True,S
1773.3236,1773.0,Mycobacterium tuberculosis,SAMEA7524797,268.0,4321853.0,0.5,True,S
1773.32358,1773.0,Mycobacterium tuberculosis,SAMEA7524799,90.0,4348264.0,4.0,True,R
1773.32357,1773.0,Mycobacterium tuberculosis,SAMEA7524800,110.0,4374981.0,0.5,True,S
1773.32361,1773.0,Mycobacterium tuberculosis,SAMEA7524801,92.0,4357667.0,0.5,True,S
1773.32362,1773.0,Mycobacterium tuberculosis,SAMEA7524806,111.0,4303135.0,0.5,True,S
1773.32364,1773.0,Mycobacterium tuberculosis,SAMEA7524809,92.0,4348355.0,0.5,True,S
1773.32366,1773.0,Mycobacterium tuberculosis,SAMEA7524810,98.0,4377194.0,1.0,True,S
1773.32363,1773.0,Mycobacterium tuberculosis,SAMEA7524811,101.0,4335327.0,0.5,True,S
1773.32367,1773.0,Mycobacterium tuberculosis,SAMEA7524813,98.0,4385962.0,0.5,True,S
1773.32368,1773.0,Mycobacterium tuberculosis,SAMEA7524816,248.0,4310679.0,2.0,True,R
1773.3237,1773.0,Mycobacterium tuberculosis,SAMEA7524818,102.0,4384244.0,0.5,True,S
1773.32371,1773.0,Mycobacterium tuberculosis,SAMEA7524819,96.0,4364975.0,0.5,True,S
1773.32373,1773.0,Mycobacterium tuberculosis,SAMEA7524822,117.0,4374470.0,1.0,True,S
1773.32375,1773.0,Mycobacterium tuberculosis,SAMEA7524826,98.0,4373785.0,0.25,True,S
1773.32377,1773.0,Mycobacterium tuberculosis,SAMEA7524828,125.0,4344208.0,0.5,True,S
1773.32376,1773.0,Mycobacterium tuberculosis,SAMEA7524832,197.0,4370210.0,0.5,True,S
1773.32378,1773.0,Mycobacterium tuberculosis,SAMEA7524836,111.0,4367460.0,0.5,True,S
1773.32379,1773.0,Mycobacterium tuberculosis,SAMEA7524837,86.0,4376309.0,0.5,True,S
1773.3238,1773.0,Mycobacterium tuberculosis,SAMEA7524838,116.0,4340163.0,0.25,True,S
1773.32381,1773.0,Mycobacterium tuberculosis,SAMEA7524840,101.0,4347785.0,0.25,True,S
1773.32382,1773.0,Mycobacterium tuberculosis,SAMEA7524841,97.0,4347381.0,0.5,True,S
1773.32384,1773.0,Mycobacterium tuberculosis,SAMEA7524842,81.0,4381739.0,1.0,True,S
1773.32386,1773.0,Mycobacterium tuberculosis,SAMEA7524845,123.0,4341350.0,0.125,True,S
1773.32385,1773.0,Mycobacterium tuberculosis,SAMEA7524846,102.0,4345558.0,0.5,True,S
1773.32387,1773.0,Mycobacterium tuberculosis,SAMEA7524847,111.0,4367668.0,0.5,True,S
1773.32388,1773.0,Mycobacterium tuberculosis,SAMEA7524848,99.0,4360773.0,0.5,True,S
1773.32389,1773.0,Mycobacterium tuberculosis,SAMEA7524851,111.0,4334378.0,0.5,True,S
1773.3239,1773.0,Mycobacterium tuberculosis,SAMEA7524852,103.0,4362537.0,0.5,True,S
1773.32391,1773.0,Mycobacterium tuberculosis,SAMEA7524854,111.0,4338921.0,0.5,True,S
1773.32397,1773.0,Mycobacterium tuberculosis,SAMEA7524855,95.0,4344831.0,0.125,True,S
1773.32393,1773.0,Mycobacterium tuberculosis,SAMEA7524857,119.0,4364580.0,0.5,True,S
1773.32392,1773.0,Mycobacterium tuberculosis,SAMEA7524859,91.0,4374264.0,1.0,True,S
1773.32394,1773.0,Mycobacterium tuberculosis,SAMEA7524860,98.0,4345674.0,2.0,True,R
1773.32395,1773.0,Mycobacterium tuberculosis,SAMEA7524864,98.0,4343279.0,1.0,True,S
1773.32399,1773.0,Mycobacterium tuberculosis,SAMEA7524865,115.0,4368977.0,1.0,True,S
